Period,Group,Sender,Time,ClientTime,Key,Value
1,1,3,1453279109289406211,1453279109291,_at_barrier,_timer_1_t_15_1
1,1,4,1453279109298702774,1453279109293,_at_barrier,_timer_1_t_15_1
1,1,3,1453279109785877046,1453279109779,accept,"{""user_id"": ""2"", ""sender"": ""3"", ""key"": ""2-4"", ""qty"": -0.43}"
1,1,2,1453279109864680888,1453279109847,vm.allocation,"{""y"": 6.2728, ""x"": 5.57}"
1,1,3,1453279109879732230,1453279109848,trade,"{""user_id"": ""2"", ""sender"": ""3"", ""type"": ""ask"", ""price"": 2.96, ""qty"": 0.43, ""sender_x"": 6.74, ""sender_y"": 7.0112000000000005, ""key"": ""2-4"", ""offerer_y"": 5, ""offerer_x"": 6, ""offerer"": ""2""}"
1,1,3,1453279109897268666,1453279109858,cancel,"{""index"": 5, ""user_id"": ""3""}"
1,1,3,1453279109897428655,1453279109861,vm.allocation,"{""y"": 5.7384, ""x"": 7.17}"
1,1,1,1453279110321157685,1453279110321,_at_barrier,_timer_1_t_16_1
1,1,3,1453279110412611567,1453279110349,_at_barrier,_timer_1_t_16_1
1,1,4,1453279110412819913,1453279110350,_at_barrier,_timer_1_t_16_1
1,1,2,1453279110417149220,1453279110352,_at_barrier,_timer_1_t_16_1
1,1,2,1453279110805973727,1453279110809,cancel,"{""index"": 4, ""user_id"": ""2""}"
1,1,2,1453279110806185045,1453279110809,offer_map,"{""index"": 5, ""price"": 1.17, ""user_id"": ""2"", ""qty"": -3.2}"
0,1,2,1453279110810868396,1453279110809,test_user_id,2
0,1,2,1453279110810959734,1453279110809,test_index,5
0,1,2,1453279110811072113,1453279110810,test_price,1.17
0,1,2,1453279110811179666,1453279110810,test_qty,3.2
1,1,1,1453279111821531635,1453279111442,_at_barrier,_timer_1_t_17_1
1,1,4,1453279111821724266,1453279111777,_at_barrier,_timer_1_t_17_1
1,1,2,1453279111828696640,1453279111777,_at_barrier,_timer_1_t_17_1
1,1,3,1453279111828883626,1453279111778,_at_barrier,_timer_1_t_17_1
1,1,3,1453279111829003931,1453279111780,cancel,"{""index"": 6, ""user_id"": ""3""}"
1,1,3,1453279111829135365,1453279111781,offer_map,"{""index"": 7, ""price"": 3.49, ""user_id"": ""3"", ""qty"": -2.75}"
0,1,3,1453279111829253511,1453279111781,test_user_id,3
0,1,3,1453279111829358113,1453279111781,test_index,7
0,1,3,1453279111829463609,1453279111781,test_price,3.49
0,1,3,1453279111829572524,1453279111781,test_qty,2.75
1,1,1,1453279111996805470,1453279111998,offer_map,"{""index"": 5, ""price"": 0.83, ""user_id"": ""1"", ""qty"": 4.24}"
0,1,1,1453279111997027279,1453279111998,test_user_id,1
0,1,1,1453279111997182903,1453279111998,test_index,5
0,1,1,1453279111997295876,1453279111998,test_price,0.83
0,1,1,1453279112002918619,1453279111998,test_qty,4.24
1,1,1,1453279112865785019,1453279112866,_at_barrier,_timer_1_t_18_1
1,1,3,1453279112978140228,1453279112899,_at_barrier,_timer_1_t_18_1
1,1,4,1453279112978352957,1453279112898,_at_barrier,_timer_1_t_18_1
1,1,2,1453279113193387707,1453279112886,_at_barrier,_timer_1_t_18_1
1,1,4,1453279113806698040,1453279113806,cancel,"{""index"": 3, ""user_id"": ""4""}"
1,1,4,1453279113806914990,1453279113807,offer_map,"{""index"": 4, ""price"": 0.48, ""user_id"": ""4"", ""qty"": 7.16}"
0,1,4,1453279113807077269,1453279113807,test_user_id,4
0,1,4,1453279113807188117,1453279113807,test_index,4
0,1,4,1453279113807338334,1453279113807,test_price,0.48
0,1,4,1453279113807443687,1453279113807,test_qty,7.16
1,1,1,1453279114216403659,1453279114215,_at_barrier,_timer_1_t_19_1
1,1,2,1453279114238025527,1453279114235,_at_barrier,_timer_1_t_19_1
1,1,4,1453279114238151945,1453279114237,_at_barrier,_timer_1_t_19_1
1,1,3,1453279114238283893,1453279114236,_at_barrier,_timer_1_t_19_1
1,1,1,1453279114998657796,1453279114997,cancel,"{""index"": 5, ""user_id"": ""1""}"
1,1,1,1453279114999014370,1453279114997,offer_map,"{""index"": 6, ""price"": 0.15, ""user_id"": ""1"", ""qty"": 16.37}"
0,1,1,1453279114999346161,1453279114997,test_user_id,1
0,1,1,1453279114999581229,1453279114998,test_index,6
0,1,1,1453279114999804352,1453279114998,test_price,0.15
0,1,1,1453279115000017839,1453279114998,test_qty,16.37
1,1,1,1453279115264372692,1453279115263,_at_barrier,_timer_1_t_20_1
1,1,4,1453279115283604244,1453279115284,_at_barrier,_timer_1_t_20_1
1,1,2,1453279115288408121,1453279115287,_at_barrier,_timer_1_t_20_1
1,1,3,1453279115288636171,1453279115289,_at_barrier,_timer_1_t_20_1
1,1,2,1453279115779443938,1453279115777,cancel,"{""index"": 5, ""user_id"": ""2""}"
1,1,2,1453279115779711447,1453279115777,offer_map,"{""index"": 6, ""price"": 1.54, ""user_id"": ""2"", ""qty"": -1.44}"
0,1,2,1453279115780010499,1453279115778,test_user_id,2
0,1,2,1453279115780270858,1453279115778,test_index,6
0,1,2,1453279115780510872,1453279115778,test_price,1.54
0,1,2,1453279115780747357,1453279115778,test_qty,1.44
1,1,3,1453279115946526117,1453279115949,cancel,"{""index"": 7, ""user_id"": ""3""}"
1,1,3,1453279115946764266,1453279115949,offer_map,"{""index"": 8, ""price"": 5.78, ""user_id"": ""3"", ""qty"": -2.61}"
0,1,3,1453279115947051748,1453279115949,test_user_id,3
0,1,3,1453279115947292506,1453279115949,test_index,8
0,1,3,1453279115947543167,1453279115949,test_price,5.78
0,1,3,1453279115947770675,1453279115949,test_qty,2.61
1,1,1,1453279116031949784,1453279116032,cancel,"{""index"": 4, ""user_id"": ""1""}"
1,1,1,1453279116032291794,1453279116032,offer_map,"{""index"": 7, ""price"": 14.67, ""user_id"": ""1"", ""qty"": -0.64}"
0,1,1,1453279116032642291,1453279116032,test_user_id,1
0,1,1,1453279116032898372,1453279116032,test_index,7
0,1,1,1453279116033140591,1453279116033,test_price,14.67
0,1,1,1453279116033398672,1453279116033,test_qty,0.64
1,1,1,1453279116338117177,1453279116332,_at_barrier,_timer_1_t_21_1
